20220125,2022-01-25,2022,1,January,Q1
20220221,2022-02-21,2022,2,February,Q1
20220123,2022-01-23,2022,1,January,Q1
20220116,2022-01-16,2022,1,January,Q1
20220110,2022-01-10,2022,1,January,Q1
20220218,2022-02-18,2022,2,February,Q1
20220220,2022-02-20,2022,2,February,Q1
20210106,2021-01-06,2021,1,January,Q1
20210302,2021-03-02,2021,3,March,Q1
20210322,2021-03-22,2021,3,March,Q1
20210307,2021-03-07,2021,3,March,Q1
20210107,2021-01-07,2021,1,January,Q1
20210122,2021-01-22,2021,1,January,Q1
20210131,2021-01-31,2021,1,January,Q1
20210316,2021-03-16,2021,3,March,Q1
20210227,2021-02-27,2021,2,February,Q1
20210319,2021-03-19,2021,3,March,Q1
20210205,2021-02-05,2021,2,February,Q1
20210203,2021-02-03,2021,2,February,Q1
20210329,2021-03-29,2021,3,March,Q1
20210314,2021-03-14,2021,3,March,Q1
20210323,2021-03-23,2021,3,March,Q1
20210115,2021-01-15,2021,1,January,Q1
20210317,2021-03-17,2021,3,March,Q1
20210118,2021-01-18,2021,1,January,Q1
20210212,2021-02-12,2021,2,February,Q1
20210110,2021-01-10,2021,1,January,Q1
20210216,2021-02-16,2021,2,February,Q1
20210112,2021-01-12,2021,1,January,Q1
20210311,2021-03-11,2021,3,March,Q1
20210210,2021-02-10,2021,2,February,Q1
20210117,2021-01-17,2021,1,January,Q1
20210124,2021-01-24,2021,1,January,Q1
20210324,2021-03-24,2021,3,March,Q1
20210225,2021-02-25,2021,2,February,Q1
20210130,2021-01-30,2021,1,January,Q1
20210221,2021-02-21,2021,2,February,Q1
20210220,2021-02-20,2021,2,February,Q1
20210126,2021-01-26,2021,1,January,Q1
20210121,2021-01-21,2021,1,January,Q1
20210215,2021-02-15,2021,2,February,Q1
20210315,2021-03-15,2021,3,March,Q1
20210306,2021-03-06,2021,3,March,Q1
20210127,2021-01-27,2021,1,January,Q1
20210104,2021-01-04,2021,1,January,Q1
20210326,2021-03-26,2021,3,March,Q1
20210114,2021-01-14,2021,1,January,Q1
20210211,2021-02-11,2021,2,February,Q1
20210128,2021-01-28,2021,1,January,Q1
20210301,2021-03-01,2021,3,March,Q1
20210206,2021-02-06,2021,2,February,Q1
20210228,2021-02-28,2021,2,February,Q1
20210224,2021-02-24,2021,2,February,Q1
20210214,2021-02-14,2021,2,February,Q1
20210222,2021-02-22,2021,2,February,Q1
20210318,2021-03-18,2021,3,March,Q1
20210305,2021-03-05,2021,3,March,Q1
20210219,2021-02-19,2021,2,February,Q1
20210213,2021-02-13,2021,2,February,Q1
20210226,2021-02-26,2021,2,February,Q1
20210111,2021-01-11,2021,1,January,Q1
20210321,2021-03-21,2021,3,March,Q1
20210308,2021-03-08,2021,3,March,Q1
20210310,2021-03-10,2021,3,March,Q1
20210125,2021-01-25,2021,1,January,Q1
20210223,2021-02-23,2021,2,February,Q1
20210209,2021-02-09,2021,2,February,Q1
20210109,2021-01-09,2021,1,January,Q1
20210304,2021-03-04,2021,3,March,Q1
20210123,2021-01-23,2021,1,January,Q1
20210120,2021-01-20,2021,1,January,Q1
20210331,2021-03-31,2021,3,March,Q1
20210116,2021-01-16,2021,1,January,Q1
20210303,2021-03-03,2021,3,March,Q1
20210327,2021-03-27,2021,3,March,Q1
20210328,2021-03-28,2021,3,March,Q1
20210108,2021-01-08,2021,1,January,Q1
20210202,2021-02-02,2021,2,February,Q1
20210325,2021-03-25,2021,3,March,Q1
20210312,2021-03-12,2021,3,March,Q1
20210105,2021-01-05,2021,1,January,Q1
20210103,2021-01-03,2021,1,January,Q1
20210101,2021-01-01,2021,1,January,Q1
20210102,2021-01-02,2021,1,January,Q1
20210204,2021-02-04,2021,2,February,Q1
20210113,2021-01-13,2021,1,January,Q1
20210208,2021-02-08,2021,2,February,Q1
20210218,2021-02-18,2021,2,February,Q1
20210217,2021-02-17,2021,2,February,Q1
20210313,2021-03-13,2021,3,March,Q1
20210320,2021-03-20,2021,3,March,Q1
20210309,2021-03-09,2021,3,March,Q1
20210119,2021-01-19,2021,1,January,Q1
20210129,2021-01-29,2021,1,January,Q1
20210201,2021-02-01,2021,2,February,Q1
20210330,2021-03-30,2021,3,March,Q1
20210207,2021-02-07,2021,2,February,Q1
20210419,2021-04-19,2021,4,April,Q2
20210401,2021-04-01,2021,4,April,Q2
20210515,2021-05-15,2021,5,May,Q2
20210605,2021-06-05,2021,6,June,Q2
20210409,2021-04-09,2021,4,April,Q2
20210623,2021-06-23,2021,6,June,Q2
20210602,2021-06-02,2021,6,June,Q2
20210603,2021-06-03,2021,6,June,Q2
20210413,2021-04-13,2021,4,April,Q2
20210601,2021-06-01,2021,6,June,Q2
20210505,2021-05-05,2021,5,May,Q2
20210610,2021-06-10,2021,6,June,Q2
20210625,2021-06-25,2021,6,June,Q2
20210518,2021-05-18,2021,5,May,Q2
20210622,2021-06-22,2021,6,June,Q2
20210530,2021-05-30,2021,5,May,Q2
20210430,2021-04-30,2021,4,April,Q2
20210424,2021-04-24,2021,4,April,Q2
20210425,2021-04-25,2021,4,April,Q2
20210410,2021-04-10,2021,4,April,Q2
20210620,2021-06-20,2021,6,June,Q2
20210611,2021-06-11,2021,6,June,Q2
20210514,2021-05-14,2021,5,May,Q2
20210406,2021-04-06,2021,4,April,Q2
20210508,2021-05-08,2021,5,May,Q2
20210606,2021-06-06,2021,6,June,Q2
20210608,2021-06-08,2021,6,June,Q2
20210423,2021-04-23,2021,4,April,Q2
20210614,2021-06-14,2021,6,June,Q2
20210523,2021-05-23,2021,5,May,Q2
20210522,2021-05-22,2021,5,May,Q2
20210403,2021-04-03,2021,4,April,Q2
20210426,2021-04-26,2021,4,April,Q2
20210405,2021-04-05,2021,4,April,Q2
20210408,2021-04-08,2021,4,April,Q2
20210503,2021-05-03,2021,5,May,Q2
20210630,2021-06-30,2021,6,June,Q2
20210517,2021-05-17,2021,5,May,Q2
20210404,2021-04-04,2021,4,April,Q2
20210414,2021-04-14,2021,4,April,Q2
20210629,2021-06-29,2021,6,June,Q2
20210416,2021-04-16,2021,4,April,Q2
20210429,2021-04-29,2021,4,April,Q2
20210628,2021-06-28,2021,6,June,Q2
20210621,2021-06-21,2021,6,June,Q2
20210529,2021-05-29,2021,5,May,Q2
20210509,2021-05-09,2021,5,May,Q2
20210516,2021-05-16,2021,5,May,Q2
20210607,2021-06-07,2021,6,June,Q2
20210507,2021-05-07,2021,5,May,Q2
20210519,2021-05-19,2021,5,May,Q2
20210627,2021-06-27,2021,6,June,Q2
20210428,2021-04-28,2021,4,April,Q2
20210417,2021-04-17,2021,4,April,Q2
20210604,2021-06-04,2021,6,June,Q2
20210526,2021-05-26,2021,5,May,Q2
20210501,2021-05-01,2021,5,May,Q2
20210420,2021-04-20,2021,4,April,Q2
20210528,2021-05-28,2021,5,May,Q2
20210512,2021-05-12,2021,5,May,Q2
20210521,2021-05-21,2021,5,May,Q2
20210402,2021-04-02,2021,4,April,Q2
20210525,2021-05-25,2021,5,May,Q2
20210506,2021-05-06,2021,5,May,Q2
20210418,2021-04-18,2021,4,April,Q2
20210531,2021-05-31,2021,5,May,Q2
20210513,2021-05-13,2021,5,May,Q2
20210421,2021-04-21,2021,4,April,Q2
20210624,2021-06-24,2021,6,June,Q2
20210511,2021-05-11,2021,5,May,Q2
20210618,2021-06-18,2021,6,June,Q2
20210407,2021-04-07,2021,4,April,Q2
20210527,2021-05-27,2021,5,May,Q2
20210502,2021-05-02,2021,5,May,Q2
20210412,2021-04-12,2021,4,April,Q2
20210615,2021-06-15,2021,6,June,Q2
20210617,2021-06-17,2021,6,June,Q2
20210415,2021-04-15,2021,4,April,Q2
20210504,2021-05-04,2021,5,May,Q2
20210626,2021-06-26,2021,6,June,Q2
20210411,2021-04-11,2021,4,April,Q2
20210520,2021-05-20,2021,5,May,Q2
20210510,2021-05-10,2021,5,May,Q2
20210612,2021-06-12,2021,6,June,Q2
20210616,2021-06-16,2021,6,June,Q2
20210619,2021-06-19,2021,6,June,Q2
20210524,2021-05-24,2021,5,May,Q2
20210609,2021-06-09,2021,6,June,Q2
20210427,2021-04-27,2021,4,April,Q2
20210422,2021-04-22,2021,4,April,Q2
20210613,2021-06-13,2021,6,June,Q2
20220407,2022-04-07,2022,4,April,Q2
20220514,2022-05-14,2022,5,May,Q2
20220530,2022-05-30,2022,5,May,Q2
20220421,2022-04-21,2022,4,April,Q2
20220620,2022-06-20,2022,6,June,Q2
20220613,2022-06-13,2022,6,June,Q2
20220531,2022-05-31,2022,5,May,Q2
20220629,2022-06-29,2022,6,June,Q2
20220607,2022-06-07,2022,6,June,Q2
20220630,2022-06-30,2022,6,June,Q2
20220418,2022-04-18,2022,4,April,Q2
20220615,2022-06-15,2022,6,June,Q2
20220414,2022-04-14,2022,4,April,Q2
20220410,2022-04-10,2022,4,April,Q2
20220623,2022-06-23,2022,6,June,Q2
20220521,2022-05-21,2022,5,May,Q2
20220522,2022-05-22,2022,5,May,Q2
20220504,2022-05-04,2022,5,May,Q2
20220524,2022-05-24,2022,5,May,Q2
20220621,2022-06-21,2022,6,June,Q2
20220609,2022-06-09,2022,6,June,Q2
20220628,2022-06-28,2022,6,June,Q2
20220430,2022-04-30,2022,4,April,Q2
20220416,2022-04-16,2022,4,April,Q2
20220508,2022-05-08,2022,5,May,Q2
20220518,2022-05-18,2022,5,May,Q2
20220507,2022-05-07,2022,5,May,Q2
20220411,2022-04-11,2022,4,April,Q2
20220513,2022-05-13,2022,5,May,Q2
20220419,2022-04-19,2022,4,April,Q2
20220425,2022-04-25,2022,4,April,Q2
20220606,2022-06-06,2022,6,June,Q2
20220511,2022-05-11,2022,5,May,Q2
20220503,2022-05-03,2022,5,May,Q2
20220603,2022-06-03,2022,6,June,Q2
20220506,2022-05-06,2022,5,May,Q2
20220626,2022-06-26,2022,6,June,Q2
20220423,2022-04-23,2022,4,April,Q2
20220427,2022-04-27,2022,4,April,Q2
20220627,2022-06-27,2022,6,June,Q2
20220512,2022-05-12,2022,5,May,Q2
20220428,2022-04-28,2022,4,April,Q2
20220502,2022-05-02,2022,5,May,Q2
20220618,2022-06-18,2022,6,June,Q2
20220415,2022-04-15,2022,4,April,Q2
20220509,2022-05-09,2022,5,May,Q2
20220406,2022-04-06,2022,4,April,Q2
20220405,2022-04-05,2022,4,April,Q2
20220525,2022-05-25,2022,5,May,Q2
20220420,2022-04-20,2022,4,April,Q2
20220601,2022-06-01,2022,6,June,Q2
20220519,2022-05-19,2022,5,May,Q2
20220515,2022-05-15,2022,5,May,Q2
20220619,2022-06-19,2022,6,June,Q2
20220413,2022-04-13,2022,4,April,Q2
20220408,2022-04-08,2022,4,April,Q2
20220404,2022-04-04,2022,4,April,Q2
20220608,2022-06-08,2022,6,June,Q2
20220610,2022-06-10,2022,6,June,Q2
20220510,2022-05-10,2022,5,May,Q2
20220516,2022-05-16,2022,5,May,Q2
20220402,2022-04-02,2022,4,April,Q2
20220624,2022-06-24,2022,6,June,Q2
20220604,2022-06-04,2022,6,June,Q2
20220424,2022-04-24,2022,4,April,Q2
20220616,2022-06-16,2022,6,June,Q2
20220605,2022-06-05,2022,6,June,Q2
20220617,2022-06-17,2022,6,June,Q2
20220417,2022-04-17,2022,4,April,Q2
20220529,2022-05-29,2022,5,May,Q2
20220527,2022-05-27,2022,5,May,Q2
20220520,2022-05-20,2022,5,May,Q2
20220611,2022-06-11,2022,6,June,Q2
20220612,2022-06-12,2022,6,June,Q2
20220409,2022-04-09,2022,4,April,Q2
20220412,2022-04-12,2022,4,April,Q2
20220517,2022-05-17,2022,5,May,Q2
20220403,2022-04-03,2022,4,April,Q2
20220501,2022-05-01,2022,5,May,Q2
20220523,2022-05-23,2022,5,May,Q2
20220528,2022-05-28,2022,5,May,Q2
20220602,2022-06-02,2022,6,June,Q2
20220622,2022-06-22,2022,6,June,Q2
20220401,2022-04-01,2022,4,April,Q2
20220614,2022-06-14,2022,6,June,Q2
20220426,2022-04-26,2022,4,April,Q2
20220429,2022-04-29,2022,4,April,Q2
20220625,2022-06-25,2022,6,June,Q2
20220526,2022-05-26,2022,5,May,Q2
20220422,2022-04-22,2022,4,April,Q2
20220505,2022-05-05,2022,5,May,Q2
20221102,2022-11-02,2022,11,November,Q4
20211124,2021-11-24,2021,11,November,Q4
20221105,2022-11-05,2022,11,November,Q4
20221108,2022-11-08,2022,11,November,Q4
20221106,2022-11-06,2022,11,November,Q4
20221118,2022-11-18,2022,11,November,Q4
20221122,2022-11-22,2022,11,November,Q4
20211122,2021-11-22,2021,11,November,Q4
20221116,2022-11-16,2022,11,November,Q4
20211101,2021-11-01,2021,11,November,Q4
20221129,2022-11-29,2022,11,November,Q4
20211109,2021-11-09,2021,11,November,Q4
20221125,2022-11-25,2022,11,November,Q4
20221117,2022-11-17,2022,11,November,Q4
20211111,2021-11-11,2021,11,November,Q4
20221109,2022-11-09,2022,11,November,Q4
20211105,2021-11-05,2021,11,November,Q4
20211127,2021-11-27,2021,11,November,Q4
20211118,2021-11-18,2021,11,November,Q4
20211125,2021-11-25,2021,11,November,Q4
20221107,2022-11-07,2022,11,November,Q4
20221120,2022-11-20,2022,11,November,Q4
20211120,2021-11-20,2021,11,November,Q4
20221119,2022-11-19,2022,11,November,Q4
20221112,2022-11-12,2022,11,November,Q4
20221104,2022-11-04,2022,11,November,Q4
20221114,2022-11-14,2022,11,November,Q4
20211126,2021-11-26,2021,11,November,Q4
20221115,2022-11-15,2022,11,November,Q4
20211115,2021-11-15,2021,11,November,Q4
20221127,2022-11-27,2022,11,November,Q4
20211117,2021-11-17,2021,11,November,Q4
20211112,2021-11-12,2021,11,November,Q4
20221113,2022-11-13,2022,11,November,Q4
20211121,2021-11-21,2021,11,November,Q4
20211123,2021-11-23,2021,11,November,Q4
20211119,2021-11-19,2021,11,November,Q4
20221110,2022-11-10,2022,11,November,Q4
20211107,2021-11-07,2021,11,November,Q4
20221123,2022-11-23,2022,11,November,Q4
20221126,2022-11-26,2022,11,November,Q4
20221124,2022-11-24,2022,11,November,Q4
20211129,2021-11-29,2021,11,November,Q4
20211104,2021-11-04,2021,11,November,Q4
20221121,2022-11-21,2022,11,November,Q4
20211110,2021-11-10,2021,11,November,Q4
20211128,2021-11-28,2021,11,November,Q4
20211114,2021-11-14,2021,11,November,Q4
20221101,2022-11-01,2022,11,November,Q4
20211113,2021-11-13,2021,11,November,Q4
20221130,2022-11-30,2022,11,November,Q4
20211103,2021-11-03,2021,11,November,Q4
20211108,2021-11-08,2021,11,November,Q4
20221103,2022-11-03,2022,11,November,Q4
20211106,2021-11-06,2021,11,November,Q4
20221111,2022-11-11,2022,11,November,Q4
20211102,2021-11-02,2021,11,November,Q4
20221128,2022-11-28,2022,11,November,Q4
20211116,2021-11-16,2021,11,November,Q4
20211130,2021-11-30,2021,11,November,Q4
20211009,2021-10-09,2021,10,October,Q4
20211007,2021-10-07,2021,10,October,Q4
20221017,2022-10-17,2022,10,October,Q4
20221001,2022-10-01,2022,10,October,Q4
20221026,2022-10-26,2022,10,October,Q4
20221003,2022-10-03,2022,10,October,Q4
20221012,2022-10-12,2022,10,October,Q4
20211030,2021-10-30,2021,10,October,Q4
20221011,2022-10-11,2022,10,October,Q4
20211029,2021-10-29,2021,10,October,Q4
20221014,2022-10-14,2022,10,October,Q4
20211001,2021-10-01,2021,10,October,Q4
20221010,2022-10-10,2022,10,October,Q4
20211019,2021-10-19,2021,10,October,Q4
20211006,2021-10-06,2021,10,October,Q4
20221023,2022-10-23,2022,10,October,Q4
20211020,2021-10-20,2021,10,October,Q4
20221030,2022-10-30,2022,10,October,Q4
20211028,2021-10-28,2021,10,October,Q4
20211013,2021-10-13,2021,10,October,Q4
20221024,2022-10-24,2022,10,October,Q4
20211018,2021-10-18,2021,10,October,Q4
20221020,2022-10-20,2022,10,October,Q4
20211003,2021-10-03,2021,10,October,Q4
20221009,2022-10-09,2022,10,October,Q4
20221002,2022-10-02,2022,10,October,Q4
20221025,2022-10-25,2022,10,October,Q4
20221006,2022-10-06,2022,10,October,Q4
20221016,2022-10-16,2022,10,October,Q4
20211031,2021-10-31,2021,10,October,Q4
20221015,2022-10-15,2022,10,October,Q4
20221027,2022-10-27,2022,10,October,Q4
20221022,2022-10-22,2022,10,October,Q4
20211010,2021-10-10,2021,10,October,Q4
20211011,2021-10-11,2021,10,October,Q4
20221028,2022-10-28,2022,10,October,Q4
20221031,2022-10-31,2022,10,October,Q4
20211026,2021-10-26,2021,10,October,Q4
20211004,2021-10-04,2021,10,October,Q4
20211005,2021-10-05,2021,10,October,Q4
20221004,2022-10-04,2022,10,October,Q4
20211021,2021-10-21,2021,10,October,Q4
20211008,2021-10-08,2021,10,October,Q4
20211016,2021-10-16,2021,10,October,Q4
20211002,2021-10-02,2021,10,October,Q4
20211015,2021-10-15,2021,10,October,Q4
20211024,2021-10-24,2021,10,October,Q4
20221029,2022-10-29,2022,10,October,Q4
20211014,2021-10-14,2021,10,October,Q4
20221013,2022-10-13,2022,10,October,Q4
20221008,2022-10-08,2022,10,October,Q4
20211023,2021-10-23,2021,10,October,Q4
20221018,2022-10-18,2022,10,October,Q4
20211027,2021-10-27,2021,10,October,Q4
20211025,2021-10-25,2021,10,October,Q4
20221021,2022-10-21,2022,10,October,Q4
20211022,2021-10-22,2021,10,October,Q4
20221005,2022-10-05,2022,10,October,Q4
20221019,2022-10-19,2022,10,October,Q4
20211017,2021-10-17,2021,10,October,Q4
20221007,2022-10-07,2022,10,October,Q4
20211012,2021-10-12,2021,10,October,Q4
20211215,2021-12-15,2021,12,December,Q4
20211230,2021-12-30,2021,12,December,Q4
20221203,2022-12-03,2022,12,December,Q4
20221209,2022-12-09,2022,12,December,Q4
20221225,2022-12-25,2022,12,December,Q4
20221212,2022-12-12,2022,12,December,Q4
20211210,2021-12-10,2021,12,December,Q4
20211206,2021-12-06,2021,12,December,Q4
20221219,2022-12-19,2022,12,December,Q4
20211228,2021-12-28,2021,12,December,Q4
20221215,2022-12-15,2022,12,December,Q4
20221202,2022-12-02,2022,12,December,Q4
20221211,2022-12-11,2022,12,December,Q4
20221210,2022-12-10,2022,12,December,Q4
20211224,2021-12-24,2021,12,December,Q4
20211204,2021-12-04,2021,12,December,Q4
20211212,2021-12-12,2021,12,December,Q4
20221217,2022-12-17,2022,12,December,Q4
20211218,2021-12-18,2021,12,December,Q4
20221223,2022-12-23,2022,12,December,Q4
20211229,2021-12-29,2021,12,December,Q4
20211202,2021-12-02,2021,12,December,Q4
20211211,2021-12-11,2021,12,December,Q4
20211227,2021-12-27,2021,12,December,Q4
20221208,2022-12-08,2022,12,December,Q4
20221222,2022-12-22,2022,12,December,Q4
20221231,2022-12-31,2022,12,December,Q4
20211217,2021-12-17,2021,12,December,Q4
20211223,2021-12-23,2021,12,December,Q4
20211216,2021-12-16,2021,12,December,Q4
20211205,2021-12-05,2021,12,December,Q4
20211231,2021-12-31,2021,12,December,Q4
20211214,2021-12-14,2021,12,December,Q4
20211225,2021-12-25,2021,12,December,Q4
20221206,2022-12-06,2022,12,December,Q4
20211213,2021-12-13,2021,12,December,Q4
20211226,2021-12-26,2021,12,December,Q4
20211203,2021-12-03,2021,12,December,Q4
20211219,2021-12-19,2021,12,December,Q4
20221213,2022-12-13,2022,12,December,Q4
20211208,2021-12-08,2021,12,December,Q4
20211201,2021-12-01,2021,12,December,Q4
20211209,2021-12-09,2021,12,December,Q4
20221229,2022-12-29,2022,12,December,Q4
20221204,2022-12-04,2022,12,December,Q4
20221201,2022-12-01,2022,12,December,Q4
20221205,2022-12-05,2022,12,December,Q4
20221214,2022-12-14,2022,12,December,Q4
20221218,2022-12-18,2022,12,December,Q4
20211220,2021-12-20,2021,12,December,Q4
20221228,2022-12-28,2022,12,December,Q4
20221227,2022-12-27,2022,12,December,Q4
20211207,2021-12-07,2021,12,December,Q4
20221216,2022-12-16,2022,12,December,Q4
20221224,2022-12-24,2022,12,December,Q4
20221221,2022-12-21,2022,12,December,Q4
20221226,2022-12-26,2022,12,December,Q4
20211221,2021-12-21,2021,12,December,Q4
20221207,2022-12-07,2022,12,December,Q4
20221230,2022-12-30,2022,12,December,Q4
20211222,2021-12-22,2021,12,December,Q4
20221220,2022-12-20,2022,12,December,Q4
20220914,2022-09-14,2022,9,September,Q3
20210927,2021-09-27,2021,9,September,Q3
20220915,2022-09-15,2022,9,September,Q3
20220924,2022-09-24,2022,9,September,Q3
20220923,2022-09-23,2022,9,September,Q3
20220912,2022-09-12,2022,9,September,Q3
20210919,2021-09-19,2021,9,September,Q3
20220901,2022-09-01,2022,9,September,Q3
20210905,2021-09-05,2021,9,September,Q3
20210926,2021-09-26,2021,9,September,Q3
20210906,2021-09-06,2021,9,September,Q3
20210916,2021-09-16,2021,9,September,Q3
20220926,2022-09-26,2022,9,September,Q3
20210921,2021-09-21,2021,9,September,Q3
20220917,2022-09-17,2022,9,September,Q3
20210928,2021-09-28,2021,9,September,Q3
20210920,2021-09-20,2021,9,September,Q3
20210923,2021-09-23,2021,9,September,Q3
20220919,2022-09-19,2022,9,September,Q3
20210903,2021-09-03,2021,9,September,Q3
20220903,2022-09-03,2022,9,September,Q3
20210911,2021-09-11,2021,9,September,Q3
20210901,2021-09-01,2021,9,September,Q3
20220929,2022-09-29,2022,9,September,Q3
20210925,2021-09-25,2021,9,September,Q3
20210929,2021-09-29,2021,9,September,Q3
20220916,2022-09-16,2022,9,September,Q3
20220922,2022-09-22,2022,9,September,Q3
20220918,2022-09-18,2022,9,September,Q3
20220925,2022-09-25,2022,9,September,Q3
20210914,2021-09-14,2021,9,September,Q3
20220902,2022-09-02,2022,9,September,Q3
20210912,2021-09-12,2021,9,September,Q3
20220930,2022-09-30,2022,9,September,Q3
20220920,2022-09-20,2022,9,September,Q3
20220911,2022-09-11,2022,9,September,Q3
20220910,2022-09-10,2022,9,September,Q3
20220927,2022-09-27,2022,9,September,Q3
20210930,2021-09-30,2021,9,September,Q3
20210922,2021-09-22,2021,9,September,Q3
20210913,2021-09-13,2021,9,September,Q3
20220906,2022-09-06,2022,9,September,Q3
20210909,2021-09-09,2021,9,September,Q3
20220909,2022-09-09,2022,9,September,Q3
20210918,2021-09-18,2021,9,September,Q3
20220905,2022-09-05,2022,9,September,Q3
20210924,2021-09-24,2021,9,September,Q3
20220904,2022-09-04,2022,9,September,Q3
20210917,2021-09-17,2021,9,September,Q3
20220907,2022-09-07,2022,9,September,Q3
20210908,2021-09-08,2021,9,September,Q3
20210910,2021-09-10,2021,9,September,Q3
20210902,2021-09-02,2021,9,September,Q3
20210915,2021-09-15,2021,9,September,Q3
20220921,2022-09-21,2022,9,September,Q3
20220913,2022-09-13,2022,9,September,Q3
20220928,2022-09-28,2022,9,September,Q3
20210904,2021-09-04,2021,9,September,Q3
20220908,2022-09-08,2022,9,September,Q3
20210907,2021-09-07,2021,9,September,Q3
20210806,2021-08-06,2021,8,August,Q3
20210822,2021-08-22,2021,8,August,Q3
20220805,2022-08-05,2022,8,August,Q3
20220826,2022-08-26,2022,8,August,Q3
20220807,2022-08-07,2022,8,August,Q3
20210814,2021-08-14,2021,8,August,Q3
20210802,2021-08-02,2021,8,August,Q3
20210810,2021-08-10,2021,8,August,Q3
20220814,2022-08-14,2022,8,August,Q3
20220821,2022-08-21,2022,8,August,Q3
20210803,2021-08-03,2021,8,August,Q3
20210820,2021-08-20,2021,8,August,Q3
20220823,2022-08-23,2022,8,August,Q3
20220806,2022-08-06,2022,8,August,Q3
20220811,2022-08-11,2022,8,August,Q3
20220801,2022-08-01,2022,8,August,Q3
20210818,2021-08-18,2021,8,August,Q3
20220820,2022-08-20,2022,8,August,Q3
20210817,2021-08-17,2021,8,August,Q3
20220824,2022-08-24,2022,8,August,Q3
20220808,2022-08-08,2022,8,August,Q3
20220812,2022-08-12,2022,8,August,Q3
20220828,2022-08-28,2022,8,August,Q3
20210801,2021-08-01,2021,8,August,Q3
20220810,2022-08-10,2022,8,August,Q3
20220825,2022-08-25,2022,8,August,Q3
20210823,2021-08-23,2021,8,August,Q3
20210808,2021-08-08,2021,8,August,Q3
20220817,2022-08-17,2022,8,August,Q3
20210819,2021-08-19,2021,8,August,Q3
